84, 2004/10/07, 14:0:1, 84, 84
85, 2014/08/30, 21:17:36, 85, 85
86, 2014/07/07, 4:50:31, 86, 86
87, 2009/06/02, 16:33:45, 87, 87
88, 2009/05/19, 23:56:23, 88, 88
89, 2007/06/03, 8:32:32, 89, 89
90, 2004/08/12, 14:57:18, 90, 90
91, 2014/10/19, 23:2:48, 91, 91
92, 2002/02/21, 1:38:31, 92, 92
93, 2013/04/16, 11:36:16, 93, 93
94, 2013/02/10, 0:51:42, 94, 94
95, 2008/01/29, 12:26:38, 95, 95
96, 2000/09/28, 24:42:6, 96, 96
97, 2013/07/08, 16:59:6, 97, 97
98, 2008/02/28, 17:26:29, 98, 98
99, 2018/05/31, 7:32:11, 99, 99
100, 2011/01/17, 0:34:17, 100, 100
101, 2003/11/13, 8:23:21, 31, 101
102, 2009/02/28, 2:24:27, 30, 102
103, 2006/03/25, 4:20:28, 54, 103
104, 2005/08/14, 22:8:42, 48, 104
105, 2001/11/04, 17:2:28, 12, 105
106, 2013/05/14, 7:40:0, 89, 106
107, 2014/11/22, 22:24:19, 19, 107
108, 2006/01/24, 22:25:41, 83, 108
109, 2001/10/28, 4:43:26, 60, 109
110, 2008/08/17, 9:18:18, 37, 110
111, 2002/03/11, 9:51:35, 69, 111
112, 2002/02/24, 18:35:10, 65, 112
113, 2009/01/12, 19:8:34, 89, 113
114, 2009/04/09, 4:31:23, 60, 114
115, 2018/10/25, 24:50:19, 19, 115
116, 2004/02/24, 17:10:50, 74, 116
117, 2013/03/25, 15:5:5, 89, 117
118, 2002/08/26, 15:54:49, 88, 118
119, 2007/01/25, 21:23:44, 34, 119
120, 2003/11/10, 2:28:42, 23, 120
121, 2005/01/06, 15:8:42, 87, 121
122, 2014/01/25, 24:37:56, 17, 122
123, 2014/07/24, 7:20:36, 32, 123
124, 2019/12/25, 5:25:43, 74, 124
125, 2002/03/10, 16:6:48, 21, 125
126, 2004/09/25, 12:4:53, 100, 126
127, 2014/02/21, 19:41:43, 74, 127
128, 2018/01/08, 21:29:53, 16, 128
129, 2012/11/30, 9:7:52, 35, 129
130, 2008/09/19, 21:2:49, 57, 130
131, 2004/11/26, 22:51:9, 4, 131
132, 2012/04/07, 10:57:35, 48, 132
133, 2001/04/19, 1:23:52, 96, 133
134, 2013/10/08, 23:47:8, 54, 134
135, 2002/08/22, 9:31:54, 83, 135
136, 2014/10/15, 8:28:34, 31, 136
137, 2008/09/18, 3:12:55, 78, 137
138, 2014/09/07, 20:38:18, 4, 138
139, 2016/08/14, 3:26:32, 95, 139
140, 2000/09/30, 23:9:28, 22, 140
141, 2016/02/09, 16:6:1, 58, 141
142, 2005/08/10, 2:47:54, 67, 142
143, 2008/03/04, 17:15:41, 44, 143
144, 2015/12/26, 7:41:35, 11, 144
145, 2013/08/20, 22:60:12, 27, 145
146, 2003/09/20, 10:4:32, 52, 146
147, 2007/01/18, 7:47:46, 69, 147
148, 2005/02/05, 23:16:26, 61, 148
149, 2007/09/03, 8:13:3, 82, 149
150, 2016/04/14, 20:23:29, 51, 150
151, 2014/02/28, 15:27:21, 29, 151
152, 2010/02/02, 8:39:47, 78, 152
153, 2012/08/03, 12:57:57, 29, 153
154, 2000/09/10, 7:11:15, 62, 154
155, 2013/03/15, 13:42:26, 29, 155
156, 2007/05/23, 24:24:19, 1, 156
157, 2018/08/23, 4:50:48, 98, 157
158, 2010/02/01, 15:45:29, 76, 158
159, 2009/10/05, 20:38:16, 35, 159
160, 2015/11/18, 13:29:22, 87, 160
161, 2000/08/10, 23:37:13, 36, 161
162, 2009/04/18, 1:37:55, 20, 162
163, 2006/03/01, 21:34:33, 100, 163
164, 2006/10/26, 16:46:5, 39, 164
165, 2016/08/11, 21:9:10, 77, 165
166, 2001/07/18, 12:28:28, 63, 166
167, 2011/01/10, 15:14:27, 95, 167
168, 2008/08/21, 11:38:43, 27, 168
169, 2002/11/11, 6:4:17, 78, 169
170, 2001/06/07, 21:51:56, 99, 170
171, 2013/01/08, 6:13:22, 66, 171
172, 2001/08/20, 17:60:18, 7, 172
173, 2013/05/17, 4:39:17, 28, 173
174, 2014/11/26, 17:40:30, 26, 174
175, 2016/10/24, 9:19:50, 15, 175
176, 2000/08/22, 11:6:9, 77, 176
177, 2012/05/08, 0:60:3, 78, 177
178, 2019/03/28, 7:27:5, 22, 178
179, 2000/11/10, 24:3:38, 100, 179
180, 2001/07/24, 12:42:60, 88, 180
181, 2010/02/03, 7:57:54, 25, 181
182, 2010/03/01, 17:4:35, 87, 182
183, 2001/10/17, 10:58:2, 60, 183
184, 2012/11/03, 2:32:48, 66, 184
185, 2019/06/12, 11:42:35, 98, 185
186, 2012/06/03, 7:26:46, 53, 186
187, 2009/04/05, 19:12:8, 94, 187
188, 2013/05/11, 4:24:21, 48, 188
189, 2015/07/11, 19:13:10, 91, 189
190, 2016/01/10, 14:15:53, 50, 190
191, 2000/11/01, 2:40:58, 52, 191
192, 2000/07/01, 8:58:39, 70, 192
193, 2007/06/07, 24:33:29, 77, 193
194, 2012/03/17, 4:0:34, 86, 194
195, 2016/02/02, 18:42:42, 84, 195
196, 2012/05/26, 0:51:40, 4, 196
197, 2000/05/13, 3:22:24, 13, 197
198, 2014/02/08, 7:1:29, 60, 198
199, 2001/01/05, 17:57:34, 93, 199
200, 2001/06/19, 0:6:2, 62, 200
201, 2008/06/04, 9:50:57, 23, 201
202, 2006/05/21, 1:38:34, 13, 202
203, 2013/07/16, 22:43:6, 80, 203
204, 2016/02/06, 12:44:21, 63, 204
205, 2002/12/30, 7:39:5, 89, 205
206, 2003/10/31, 16:14:51, 57, 206
207, 2016/09/01, 20:40:40, 29, 207
208, 2019/11/03, 21:14:23, 54, 208
209, 2008/07/01, 14:51:41, 21, 209
210, 2005/05/03, 5:31:21, 63, 210
211, 2010/02/14, 11:6:39, 33, 211
212, 2008/12/16, 13:3:59, 8, 212
213, 2005/01/08, 15:22:39, 56, 213
214, 2004/10/26, 3:52:26, 19, 214
215, 2019/04/21, 23:51:0, 95, 215
216, 2010/06/28, 14:39:17, 7, 216
217, 2005/03/24, 0:21:34, 56, 217
218, 2016/09/07, 19:20:17, 37, 218
219, 2016/12/19, 19:6:52, 64, 219
220, 2015/05/17, 20:55:43, 35, 220
221, 2017/08/02, 2:29:20, 80, 221
222, 2015/04/11, 9:21:12, 94, 222
223, 2005/11/01, 6:3:30, 10, 223
224, 2010/11/25, 21:26:1, 25, 224
225, 2001/08/19, 24:13:14, 80, 225
226, 2005/04/10, 8:59:39, 56, 226
227, 2012/05/14, 17:1:27, 15, 227
228, 2008/09/09, 15:51:58, 96, 228
229, 2009/09/12, 6:51:23, 44, 229
230, 2007/05/30, 2:55:11, 98, 230
231, 2008/06/27, 6:59:35, 70, 231
232, 2015/03/24, 22:6:58, 76, 232
233, 2010/05/13, 19:38:40, 35, 233
234, 2013/04/17, 4:16:37, 27, 234
235, 2003/10/27, 11:14:40, 38, 235
236, 2001/08/16, 20:27:47, 81, 236
237, 2008/10/10, 11:2:53, 63, 237
238, 2018/02/26, 22:40:4, 53, 238
239, 2014/11/03, 3:9:5, 42, 239
240, 2006/05/19, 14:20:3, 7, 240
241, 2014/03/12, 22:24:35, 40, 241
242, 2010/02/13, 8:47:44, 26, 242
243, 2002/08/04, 13:60:28, 55, 243
244, 2013/04/22, 15:34:42, 95, 244
245, 2012/11/17, 0:51:4, 81, 245
246, 2018/05/26, 18:9:0, 61, 246
247, 2004/08/02, 0:44:18, 11, 247
248, 2009/06/03, 11:36:39, 13, 248
249, 2008/11/05, 7:13:18, 38, 249
250, 2005/09/17, 3:33:0, 61, 250
251, 2009/09/01, 5:16:18, 58, 251
252, 2004/01/15, 18:57:40, 72, 252
253, 2009/10/10, 24:38:52, 83, 253
254, 2011/11/27, 5:58:22, 19, 254
255, 2005/09/23, 4:38:0, 73, 255
256, 2013/01/13, 17:14:22, 94, 256
257, 2018/01/14, 19:20:26, 29, 257
258, 2003/02/22, 23:28:0, 61, 258
259, 2011/05/24, 20:39:3, 89, 259
260, 2003/01/26, 11:12:57, 68, 260
261, 2003/09/02, 20:19:26, 45, 261
262, 2004/10/18, 4:45:22, 48, 262
263, 2004/08/10, 8:53:55, 83, 263
264, 2013/09/18, 4:28:1, 45, 264
265, 2001/04/10, 21:2:47, 19, 265
266, 2000/02/02, 15:16:49, 18, 266
267, 2011/04/18, 9:38:37, 5, 267
268, 2012/06/15, 24:57:35, 24, 268
269, 2005/06/25, 9:24:15, 57, 269
270, 2000/12/08, 14:7:47, 93, 270
271, 2011/08/31, 14:4:56, 8, 271
272, 2019/01/11, 9:56:59, 88, 272
273, 2011/12/25, 20:55:6, 3, 273
274, 2012/07/13, 2:12:6, 11, 274
275, 2006/04/01, 19:32:14, 86, 275
276, 2008/12/31, 17:48:54, 84, 276
277, 2009/11/07, 23:35:24, 82, 277
278, 2016/07/07, 17:23:24, 93, 278
279, 2001/06/19, 9:1:0, 36, 279
280, 2014/10/23, 19:7:57, 45, 280
281, 2002/04/21, 12:60:2, 22, 281
282, 2009/01/25, 5:16:45, 7, 282
283, 2008/03/14, 23:30:34, 80, 283
284, 2003/10/14, 16:54:60, 10, 284
285, 2007/08/16, 6:15:41, 94, 285
286, 2017/11/19, 19:27:17, 28, 286
287, 2009/10/02, 15:20:50, 82, 287
288, 2004/06/01, 21:29:0, 34, 288
289, 2014/04/19, 17:5:50, 25, 289
290, 2007/04/21, 18:26:35, 45, 290
291, 2006/02/17, 10:11:6, 44, 291
292, 2006/12/15, 15:11:21, 70, 292
293, 2018/03/17, 6:24:37, 50, 293
294, 2010/07/25, 7:11:37, 67, 294
295, 2012/02/20, 14:47:60, 47, 295
296, 2011/03/25, 4:19:53, 66, 296
297, 2013/07/26, 7:39:34, 75, 297
298, 2013/07/26, 15:36:8, 72, 298
299, 2006/04/12, 16:39:28, 22, 299
300, 2018/12/31, 1:59:47, 89, 300
301, 2011/07/28, 2:48:47, 24, 301
302, 2000/10/10, 3:3:36, 58, 302
303, 2006/08/22, 6:24:12, 62, 303
304, 2018/10/11, 6:39:7, 26, 304
305, 2001/10/13, 10:41:20, 87, 305
306, 2004/03/14, 20:20:37, 18, 306
307, 2004/08/09, 8:30:21, 89, 307
308, 2015/01/24, 15:1:19, 67, 308
309, 2014/07/03, 4:43:22, 47, 309
310, 2018/08/12, 3:24:21, 74, 310
311, 2006/12/21, 21:60:58, 35, 311
312, 2005/07/02, 8:4:54, 15, 312
313, 2003/02/24, 22:19:27, 14, 313
314, 2015/04/13, 15:5:30, 26, 314
315, 2001/01/02, 10:2:4, 66, 315
316, 2009/10/03, 0:17:11, 5, 316
317, 2003/02/02, 0:39:0, 43, 317
318, 2015/03/16, 10:58:14, 20, 318
319, 2010/11/22, 12:13:43, 36, 319
320, 2018/02/04, 6:12:10, 99, 320
321, 2005/01/18, 17:10:22, 62, 321
322, 2008/12/22, 5:22:32, 41, 322
323, 2019/09/18, 4:1:9, 6, 323
324, 2007/12/28, 24:47:4, 12, 324
325, 2017/06/02, 22:31:20, 65, 325
326, 2016/12/14, 4:46:4, 46, 326
327, 2002/06/08, 24:9:11, 67, 327
328, 2010/09/10, 14:17:21, 21, 328
329, 2013/09/01, 19:18:29, 78, 329
330, 2019/07/11, 15:50:12, 14, 330
331, 2000/09/18, 23:60:32, 24, 331
332, 2014/01/14, 2:28:32, 20, 332
333, 2008/06/28, 24:21:7, 14, 333
334, 2015/03/06, 1:36:4, 17, 334
335, 2009/08/23, 6:36:60, 45, 335
336, 2019/07/25, 4:0:7, 32, 336
337, 2017/06/18, 13:39:21, 49, 337
338, 2019/05/07, 4:22:49, 87, 338
339, 2005/01/10, 12:56:41, 68, 339
340, 2014/06/29, 12:4:0, 6, 340
341, 2017/03/09, 23:46:54, 64, 341
342, 2015/12/25, 22:34:43, 8, 342
343, 2006/05/01, 12:19:4, 99, 343
344, 2004/07/19, 12:6:42, 39, 344
345, 2011/12/13, 8:46:12, 94, 345
346, 2001/12/31, 22:30:40, 78, 346
347, 2019/01/07, 12:42:42, 24, 347
348, 2017/07/02, 5:13:14, 59, 348
349, 2012/10/06, 15:28:51, 62, 349
350, 2017/12/21, 17:38:58, 49, 350
351, 2019/07/17, 20:41:13, 66, 351
352, 2002/02/27, 0:47:47, 47, 352
353, 2013/01/19, 4:42:60, 70, 353
354, 2012/07/24, 13:23:37, 51, 354
355, 2009/01/16, 11:53:28, 57, 355
356, 2006/10/08, 13:13:39, 62, 356
357, 2019/04/10, 6:15:10, 37, 357
358, 2017/04/22, 11:33:48, 8, 358
359, 2004/03/26, 24:55:18, 42, 359
360, 2018/11/10, 10:15:58, 57, 360
361, 2019/05/01, 9:23:42, 46, 361
362, 2000/07/21, 11:3:29, 27, 362
363, 2018/07/30, 21:36:3, 83, 363
364, 2003/09/08, 1:38:20, 16, 364
365, 2001/08/08, 1:41:56, 62, 365
366, 2005/05/28, 14:15:10, 21, 366
367, 2017/12/18, 22:8:2, 27, 367
368, 2012/04/18, 19:28:40, 10, 368
369, 2007/12/07, 13:15:38, 79, 369
370, 2011/03/11, 17:34:47, 14, 370
371, 2014/09/18, 7:12:57, 6, 371
372, 2010/09/25, 0:38:8, 1, 372
373, 2012/12/31, 18:5:41, 42, 373
374, 2016/06/13, 17:30:51, 10, 374
375, 2011/06/20, 14:55:21, 68, 375
376, 2004/04/16, 4:1:47, 26, 376
377, 2001/12/27, 18:26:1, 1, 377
378, 2004/04/02, 24:1:6, 85, 378
379, 2015/08/10, 1:52:53, 95, 379
380, 2005/04/04, 19:16:41, 27, 380
381, 2013/07/11, 7:4:12, 30, 381
382, 2003/12/28, 14:49:26, 51, 382
383, 2001/03/06, 23:13:0, 10, 383
384, 2004/03/03, 13:9:21, 6, 384
385, 2002/11/27, 23:31:40, 93, 385
386, 2014/08/19, 5:2:29, 88, 386
387, 2009/07/07, 1:14:41, 60, 387
388, 2019/10/12, 12:59:45, 35, 388
389, 2011/02/24, 6:12:36, 45, 389
390, 2006/10/03, 20:16:30, 74, 390
391, 2001/12/01, 17:16:30, 18, 391
392, 2006/04/05, 12:10:54, 43, 392
393, 2009/08/17, 2:43:21, 39, 393
394, 2008/08/16, 4:39:44, 11, 394
395, 2004/11/12, 14:33:36, 60, 395
396, 2008/05/07, 5:3:29, 47, 396
397, 2005/02/11, 7:10:36, 3, 397
398, 2010/11/07, 4:57:38, 52, 398
399, 2014/06/14, 2:32:30, 93, 399
400, 2003/09/02, 20:13:14, 20, 400
401, 2003/05/26, 1:46:55, 38, 401
402, 2002/06/23, 9:56:59, 12, 402
403, 2017/10/18, 6:30:49, 96, 403
404, 2018/05/12, 17:47:46, 26, 404
405, 2000/01/26, 11:4:23, 94, 405
406, 2015/05/25, 7:43:53, 15, 406
407, 2012/07/06, 1:3:24, 80, 407
408, 2001/11/03, 21:24:45, 10, 408
409, 2006/08/17, 9:38:5, 17, 409
410, 2008/12/02, 5:6:16, 12, 410
411, 2014/07/26, 15:52:47, 60, 411
412, 2008/02/25, 10:4:17, 46, 412
413, 2007/07/01, 12:5:53, 76, 413
414, 2017/02/27, 20:50:48, 93, 414
415, 2002/05/05, 6:29:8, 79, 415
416, 2019/12/03, 2:26:20, 31, 416
417, 2018/09/07, 14:14:46, 53, 417
418, 2011/04/28, 10:54:60, 89, 418
419, 2006/06/09, 17:46:30, 66, 419
420, 2007/06/02, 12:60:20, 12, 420
421, 2014/03/11, 16:10:18, 91, 421
422, 2010/10/06, 11:36:41, 72, 422
423, 2012/04/03, 11:42:7, 79, 423
424, 2014/10/09, 21:18:1, 22, 424
425, 2016/10/26, 9:22:40, 17, 425
426, 2014/09/26, 19:14:32, 58, 426
427, 2019/04/19, 2:54:30, 29, 427
428, 2000/11/11, 12:12:47, 10, 428
429, 2015/07/19, 1:49:8, 95, 429
430, 2002/06/01, 14:22:2, 96, 430
431, 2001/12/19, 14:17:57, 24, 431
432, 2008/09/05, 3:7:22, 23, 432
433, 2004/04/02, 13:4:25, 70, 433
434, 2005/03/03, 3:26:58, 76, 434
435, 2015/06/30, 13:41:12, 67, 435
436, 2008/02/02, 11:37:8, 99, 436
437, 2017/09/24, 15:44:46, 52, 437
438, 2019/09/04, 0:29:16, 38, 438
439, 2013/09/05, 7:40:51, 49, 439
440, 2017/02/13, 4:53:37, 46, 440
441, 2000/11/05, 5:16:23, 71, 441
442, 2019/05/07, 23:34:18, 83, 442
443, 2001/12/09, 12:48:35, 53, 443
444, 2017/02/14, 7:46:44, 80, 444
445, 2012/01/26, 11:0:41, 25, 445
446, 2015/04/09, 22:32:55, 48, 446
447, 2015/10/21, 0:55:8, 64, 447
448, 2019/10/02, 19:18:45, 91, 448
449, 2015/11/26, 16:21:17, 73, 449
450, 2005/02/20, 3:32:27, 57, 450
451, 2001/12/22, 5:27:43, 25, 451
452, 2011/01/31, 15:12:41, 98, 452
453, 2002/11/20, 16:32:55, 100, 453
454, 2007/03/13, 22:45:46, 78, 454
455, 2000/08/31, 21:31:44, 88, 455
456, 2006/04/01, 2:55:7, 53, 456
457, 2002/12/15, 1:5:31, 79, 457
458, 2011/08/14, 23:54:49, 21, 458
459, 2005/06/22, 24:43:15, 41, 459
460, 2008/01/08, 13:60:6, 90, 460
461, 2013/08/09, 14:34:51, 18, 461
462, 2006/09/28, 12:11:0, 23, 462
463, 2007/01/24, 13:11:46, 4, 463
464, 2009/12/25, 11:13:5, 66, 464
465, 2003/03/22, 14:37:51, 47, 465
466, 2018/09/24, 4:53:30, 39, 466
467, 2019/12/27, 16:37:41, 4, 467
468, 2016/08/24, 24:25:19, 26, 468
469, 2010/01/02, 17:16:51, 12, 469
470, 2003/04/18, 21:13:59, 74, 470
471, 2010/06/20, 10:47:44, 91, 471
472, 2003/07/07, 18:10:4, 93, 472
473, 2011/02/28, 14:41:50, 67, 473
474, 2000/12/11, 16:48:60, 60, 474
475, 2003/03/31, 19:12:7, 34, 475
476, 2007/08/02, 24:6:11, 47, 476
477, 2014/05/22, 21:34:23, 95, 477
478, 2011/10/02, 21:46:57, 60, 478
479, 2017/03/22, 2:4:47, 43, 479
480, 2019/12/31, 8:42:6, 34, 480
481, 2014/06/15, 6:10:1, 99, 481
482, 2006/09/16, 4:30:14, 1, 482
483, 2006/06/07, 14:4:14, 44, 483
484, 2008/04/12, 8:50:14, 88, 484
485, 2008/06/10, 15:54:21, 9, 485
486, 2019/06/23, 15:22:51, 63, 486
487, 2002/08/24, 23:53:24, 22, 487
488, 2004/09/04, 0:38:55, 59, 488
489, 2010/09/29, 1:40:14, 80, 489
490, 2013/08/15, 14:1:37, 58, 490
491, 2009/05/30, 17:12:53, 48, 491
492, 2004/03/08, 6:4:55, 75, 492
493, 2008/08/08, 24:12:32, 40, 493
494, 2015/01/27, 12:28:57, 53, 494
495, 2002/11/10, 21:30:9, 1, 495
496, 2003/02/09, 4:29:15, 88, 496
497, 2010/06/02, 18:47:18, 75, 497
498, 2009/04/05, 9:16:25, 98, 498
499, 2016/01/17, 13:6:48, 48, 499
500, 2010/04/24, 0:9:37, 9, 500
501, 2010/10/08, 23:48:43, 2, 501
502, 2002/03/04, 13:15:31, 54, 502
503, 2013/02/02, 16:26:13, 54, 503
504, 2004/01/10, 21:32:13, 88, 504
505, 2004/10/20, 23:7:8, 53, 505
506, 2011/11/07, 9:24:41, 38, 506
507, 2015/04/18, 0:54:59, 100, 507
508, 2003/07/07, 13:4:13, 19, 508
509, 2008/10/31, 3:33:32, 78, 509
510, 2010/10/04, 18:60:6, 93, 510
511, 2009/03/06, 22:34:14, 51, 511
512, 2013/09/21, 18:13:26, 90, 512
513, 2010/05/12, 19:15:35, 20, 513
514, 2009/05/06, 18:37:40, 38, 514
515, 2004/01/27, 7:42:14, 51, 515
516, 2011/12/11, 16:46:35, 23, 516
517, 2019/01/31, 7:60:22, 79, 517
518, 2012/07/15, 21:48:31, 51, 518
519, 2010/03/14, 24:9:50, 78, 519
520, 2008/12/04, 19:15:37, 57, 520
521, 2018/02/28, 4:38:21, 74, 521
522, 2013/06/13, 16:42:16, 60, 522
523, 2014/07/27, 14:45:57, 50, 523
524, 2012/10/05, 15:2:12, 56, 524
525, 2002/12/28, 11:60:45, 77, 525
526, 2014/08/05, 6:21:54, 26, 526
527, 2004/12/05, 19:58:12, 83, 527
528, 2002/07/24, 20:51:30, 13, 528
529, 2018/03/16, 8:12:8, 95, 529
530, 2007/04/04, 1:54:46, 96, 530
531, 2009/11/19, 21:5:3, 80, 531
532, 2016/07/29, 8:20:56, 39, 532
533, 2006/03/14, 14:16:25, 91, 533
534, 2002/01/02, 3:6:17, 92, 534
535, 2013/05/03, 17:56:16, 86, 535
536, 2019/02/16, 10:29:36, 25, 536
537, 2014/09/28, 10:59:40, 26, 537
538, 2019/09/16, 14:29:30, 13, 538
539, 2016/04/13, 7:53:45, 78, 539
540, 2001/08/23, 12:15:33, 47, 540
541, 2011/11/22, 0:6:31, 47, 541
542, 2012/06/27, 18:48:32, 27, 542
543, 2004/07/28, 18:36:55, 65, 543
544, 2005/03/21, 3:23:50, 36, 544
545, 2012/06/27, 0:58:16, 46, 545
546, 2001/05/18, 18:42:46, 99, 546
547, 2005/10/18, 23:9:22, 65, 547
548, 2004/01/19, 9:52:55, 59, 548
549, 2013/12/07, 15:56:21, 100, 549
550, 2000/10/02, 20:6:31, 85, 550
551, 2009/07/11, 6:18:34, 43, 551
552, 2009/06/12, 15:15:33, 41, 552
553, 2007/10/25, 3:21:37, 34, 553
554, 2006/04/15, 15:12:5, 71, 554
555, 2006/09/01, 7:39:20, 17, 555
556, 2010/08/08, 17:40:13, 97, 556
557, 2016/06/14, 18:3:27, 90, 557
558, 2007/08/21, 21:45:32, 80, 558
559, 2014/05/15, 8:37:21, 13, 559
560, 2019/11/04, 23:2:21, 58, 560
561, 2014/12/16, 24:24:57, 63, 561
562, 2018/01/24, 18:17:18, 90, 562
563, 2008/09/13, 17:2:51, 90, 563
564, 2015/12/01, 3:29:47, 83, 564
565, 2003/02/13, 21:60:6, 69, 565
566, 2013/12/03, 0:48:19, 91, 566
567, 2014/10/23, 14:3:19, 70, 567
568, 2016/07/18, 1:59:33, 45, 568
569, 2011/04/10, 5:28:48, 11, 569
570, 2012/02/01, 7:51:21, 59, 570
571, 2003/05/21, 8:31:10, 91, 571
572, 2016/09/28, 17:35:53, 15, 572
573, 2006/10/14, 7:60:48, 8, 573
574, 2017/07/30, 22:44:22, 85, 574
575, 2017/06/11, 19:34:5, 65, 575
576, 2006/02/10, 11:50:24, 75, 576
577, 2004/12/24, 21:12:27, 90, 577
578, 2018/10/01, 19:0:20, 55, 578
579, 2009/02/19, 1:0:26, 43, 579
580, 2004/03/24, 10:1:56, 84, 580
581, 2007/08/16, 1:23:54, 33, 581
582, 2012/07/12, 7:7:39, 50, 582
583, 2015/06/27, 23:34:46, 81, 583
584, 2018/09/25, 3:41:50, 11, 584
585, 2013/04/22, 3:0:30, 63, 585
586, 2001/11/28, 24:20:22, 48, 586
587, 2003/12/13, 2:50:24, 33, 587
588, 2006/09/28, 24:44:20, 2, 588
589, 2000/02/17, 17:34:38, 92, 589
590, 2008/05/22, 12:6:37, 59, 590
591, 2001/08/22, 24:14:19, 43, 591
592, 2009/08/16, 14:41:26, 8, 592
593, 2013/09/23, 2:49:60, 44, 593
594, 2016/04/28, 1:4:42, 19, 594
595, 2011/08/24, 3:49:12, 53, 595
596, 2014/04/13, 11:11:15, 52, 596
597, 2018/11/18, 18:32:2, 71, 597
598, 2019/03/05, 7:20:16, 88, 598
599, 2007/06/01, 20:11:28, 22, 599
600, 2001/09/08, 9:25:33, 98, 600
601, 2007/04/20, 0:28:57, 56, 601
602, 2009/07/24, 16:21:51, 92, 602
603, 2014/01/07, 18:42:38, 71, 603
604, 2018/11/23, 17:16:22, 38, 604
605, 2017/06/17, 24:54:4, 91, 605
606, 2003/01/16, 10:32:28, 33, 606
607, 2011/02/28, 1:18:15, 25, 607
608, 2001/09/12, 16:29:37, 72, 608
