Sales Date: 2001/02/08 Total Sales: 1
Sales Date: 2001/02/09 Total Sales: 2
Sales Date: 2001/02/14 Total Sales: 1
Sales Date: 2001/02/25 Total Sales: 1
Sales Date: 2001/03/02 Total Sales: 1
Sales Date: 2001/03/04 Total Sales: 1
Sales Date: 2001/03/06 Total Sales: 1
Sales Date: 2001/03/07 Total Sales: 1
Sales Date: 2001/03/13 Total Sales: 1
Sales Date: 2001/03/14 Total Sales: 1
Sales Date: 2001/03/20 Total Sales: 2
Sales Date: 2001/03/29 Total Sales: 1
Sales Date: 2001/04/04 Total Sales: 1
Sales Date: 2001/04/05 Total Sales: 1
Sales Date: 2001/04/06 Total Sales: 1
Sales Date: 2001/04/10 Total Sales: 1
Sales Date: 2001/04/12 Total Sales: 1
Sales Date: 2001/04/15 Total Sales: 1
Sales Date: 2001/04/19 Total Sales: 1
Sales Date: 2001/04/22 Total Sales: 1
Sales Date: 2001/04/29 Total Sales: 1
Sales Date: 2001/05/11 Total Sales: 1
Sales Date: 2001/05/17 Total Sales: 2
Sales Date: 2001/05/18 Total Sales: 2
Sales Date: 2001/05/22 Total Sales: 1
Sales Date: 2001/05/27 Total Sales: 1
Sales Date: 2001/06/07 Total Sales: 3
Sales Date: 2001/06/10 Total Sales: 1
Sales Date: 2001/06/14 Total Sales: 1
Sales Date: 2001/06/18 Total Sales: 1
Sales Date: 2001/06/19 Total Sales: 3
Sales Date: 2001/07/08 Total Sales: 1
Sales Date: 2001/07/12 Total Sales: 1
Sales Date: 2001/07/13 Total Sales: 1
Sales Date: 2001/07/18 Total Sales: 1
Sales Date: 2001/07/23 Total Sales: 1
Sales Date: 2001/07/24 Total Sales: 1
Sales Date: 2001/07/28 Total Sales: 1
Sales Date: 2001/07/29 Total Sales: 1
Sales Date: 2001/08/03 Total Sales: 1
Sales Date: 2001/08/04 Total Sales: 1
Sales Date: 2001/08/06 Total Sales: 2
Sales Date: 2001/08/08 Total Sales: 1
Sales Date: 2001/08/16 Total Sales: 1
Sales Date: 2001/08/17 Total Sales: 1
Sales Date: 2001/08/19 Total Sales: 1
Sales Date: 2001/08/20 Total Sales: 3
Sales Date: 2001/08/22 Total Sales: 1
Sales Date: 2001/08/23 Total Sales: 1
Sales Date: 2001/08/24 Total Sales: 1
Sales Date: 2001/09/04 Total Sales: 1
Sales Date: 2001/09/08 Total Sales: 2
Sales Date: 2001/09/12 Total Sales: 1
Sales Date: 2001/09/13 Total Sales: 1
Sales Date: 2001/09/16 Total Sales: 1
Sales Date: 2001/09/17 Total Sales: 1
Sales Date: 2001/09/21 Total Sales: 1
Sales Date: 2001/09/26 Total Sales: 1
Sales Date: 2001/10/02 Total Sales: 1
Sales Date: 2001/10/08 Total Sales: 2
Sales Date: 2001/10/12 Total Sales: 1
Sales Date: 2001/10/13 Total Sales: 1
Sales Date: 2001/10/16 Total Sales: 1
Sales Date: 2001/10/17 Total Sales: 1
Sales Date: 2001/10/20 Total Sales: 1
Sales Date: 2001/10/28 Total Sales: 1
Sales Date: 2001/10/29 Total Sales: 1
Sales Date: 2001/10/31 Total Sales: 1
Sales Date: 2001/11/03 Total Sales: 1
Sales Date: 2001/11/04 Total Sales: 1
Sales Date: 2001/11/08 Total Sales: 2
Sales Date: 2001/11/13 Total Sales: 1
Sales Date: 2001/11/17 Total Sales: 1
Sales Date: 2001/11/19 Total Sales: 1
Sales Date: 2001/11/28 Total Sales: 1
Sales Date: 2001/11/30 Total Sales: 1
Sales Date: 2001/12/01 Total Sales: 1
Sales Date: 2001/12/09 Total Sales: 1
Sales Date: 2001/12/14 Total Sales: 1
Sales Date: 2001/12/15 Total Sales: 1
Sales Date: 2001/12/19 Total Sales: 1
Sales Date: 2001/12/21 Total Sales: 1
Sales Date: 2001/12/22 Total Sales: 1
Sales Date: 2001/12/23 Total Sales: 1
Sales Date: 2001/12/25 Total Sales: 1
Sales Date: 2001/12/27 Total Sales: 1
Sales Date: 2001/12/31 Total Sales: 1
Sales Date: 2002/01/02 Total Sales: 2
Sales Date: 2002/01/20 Total Sales: 1
Sales Date: 2002/01/24 Total Sales: 1
Sales Date: 2002/01/27 Total Sales: 1
Sales Date: 2002/02/01 Total Sales: 2
Sales Date: 2002/02/03 Total Sales: 1
Sales Date: 2002/02/04 Total Sales: 1
Sales Date: 2002/02/21 Total Sales: 1
Sales Date: 2002/02/24 Total Sales: 1
Sales Date: 2002/02/26 Total Sales: 1
Sales Date: 2002/02/27 Total Sales: 1
Sales Date: 2002/03/04 Total Sales: 1
Sales Date: 2002/03/09 Total Sales: 1
Sales Date: 2002/03/10 Total Sales: 2
Sales Date: 2002/03/11 Total Sales: 1
Sales Date: 2002/03/12 Total Sales: 1
Sales Date: 2002/03/18 Total Sales: 1
Sales Date: 2002/03/22 Total Sales: 1
Sales Date: 2002/03/31 Total Sales: 1
Sales Date: 2002/04/03 Total Sales: 1
Sales Date: 2002/04/08 Total Sales: 1
Sales Date: 2002/04/09 Total Sales: 1
Sales Date: 2002/04/21 Total Sales: 2
Sales Date: 2002/05/05 Total Sales: 1
Sales Date: 2002/05/06 Total Sales: 1
Sales Date: 2002/05/08 Total Sales: 1
Sales Date: 2002/05/28 Total Sales: 1
Sales Date: 2002/05/29 Total Sales: 1
Sales Date: 2002/06/01 Total Sales: 2
Sales Date: 2002/06/05 Total Sales: 1
Sales Date: 2002/06/06 Total Sales: 1
Sales Date: 2002/06/08 Total Sales: 1
Sales Date: 2002/06/11 Total Sales: 1
Sales Date: 2002/06/23 Total Sales: 1
Sales Date: 2002/06/24 Total Sales: 1
Sales Date: 2002/07/07 Total Sales: 1
Sales Date: 2002/07/08 Total Sales: 1
Sales Date: 2002/07/14 Total Sales: 1
Sales Date: 2002/07/22 Total Sales: 1
Sales Date: 2002/07/24 Total Sales: 1
Sales Date: 2002/07/25 Total Sales: 1
Sales Date: 2002/08/04 Total Sales: 1
Sales Date: 2002/08/13 Total Sales: 1
Sales Date: 2002/08/16 Total Sales: 1
Sales Date: 2002/08/18 Total Sales: 1
Sales Date: 2002/08/22 Total Sales: 1
Sales Date: 2002/08/24 Total Sales: 1
Sales Date: 2002/08/26 Total Sales: 1
Sales Date: 2002/08/29 Total Sales: 1
Sales Date: 2002/09/01 Total Sales: 1
Sales Date: 2002/09/08 Total Sales: 1
Sales Date: 2002/09/09 Total Sales: 1
Sales Date: 2002/09/10 Total Sales: 1
Sales Date: 2002/09/13 Total Sales: 1
Sales Date: 2002/09/24 Total Sales: 2
Sales Date: 2002/10/12 Total Sales: 1
Sales Date: 2002/10/22 Total Sales: 1
Sales Date: 2002/10/24 Total Sales: 1
Sales Date: 2002/11/02 Total Sales: 1
Sales Date: 2002/11/10 Total Sales: 1
Sales Date: 2002/11/11 Total Sales: 1
Sales Date: 2002/11/12 Total Sales: 1
Sales Date: 2002/11/17 Total Sales: 1
Sales Date: 2002/11/19 Total Sales: 1
Sales Date: 2002/11/20 Total Sales: 1
Sales Date: 2002/11/21 Total Sales: 1
Sales Date: 2002/11/23 Total Sales: 1
Sales Date: 2002/11/27 Total Sales: 1
Sales Date: 2002/12/05 Total Sales: 1
Sales Date: 2002/12/11 Total Sales: 1
Sales Date: 2002/12/12 Total Sales: 1
Sales Date: 2002/12/15 Total Sales: 2
Sales Date: 2002/12/20 Total Sales: 1
Sales Date: 2002/12/28 Total Sales: 1
Sales Date: 2002/12/30 Total Sales: 1
Sales Date: 2003/01/05 Total Sales: 1
Sales Date: 2003/01/11 Total Sales: 1
Sales Date: 2003/01/16 Total Sales: 1
Sales Date: 2003/01/18 Total Sales: 1
Sales Date: 2003/01/22 Total Sales: 1
Sales Date: 2003/01/25 Total Sales: 1
Sales Date: 2003/01/26 Total Sales: 1
Sales Date: 2003/01/28 Total Sales: 1
Sales Date: 2003/01/30 Total Sales: 1
Sales Date: 2003/02/02 Total Sales: 1
Sales Date: 2003/02/04 Total Sales: 1
Sales Date: 2003/02/06 Total Sales: 1
Sales Date: 2003/02/07 Total Sales: 1
Sales Date: 2003/02/09 Total Sales: 1
Sales Date: 2003/02/11 Total Sales: 1
Sales Date: 2003/02/13 Total Sales: 1
Sales Date: 2003/02/15 Total Sales: 2
Sales Date: 2003/02/19 Total Sales: 1
Sales Date: 2003/02/22 Total Sales: 1
Sales Date: 2003/02/24 Total Sales: 2
Sales Date: 2003/03/13 Total Sales: 1
Sales Date: 2003/03/22 Total Sales: 1
Sales Date: 2003/03/31 Total Sales: 1
Sales Date: 2003/04/01 Total Sales: 1
Sales Date: 2003/04/11 Total Sales: 1
Sales Date: 2003/04/18 Total Sales: 3
Sales Date: 2003/04/19 Total Sales: 3
Sales Date: 2003/04/20 Total Sales: 1
Sales Date: 2003/04/21 Total Sales: 1
Sales Date: 2003/04/23 Total Sales: 1
Sales Date: 2003/04/25 Total Sales: 1
Sales Date: 2003/05/07 Total Sales: 1
Sales Date: 2003/05/20 Total Sales: 1
Sales Date: 2003/05/21 Total Sales: 2
Sales Date: 2003/05/26 Total Sales: 1
Sales Date: 2003/06/04 Total Sales: 2
Sales Date: 2003/06/06 Total Sales: 1
Sales Date: 2003/06/07 Total Sales: 1
Sales Date: 2003/06/08 Total Sales: 1
Sales Date: 2003/06/15 Total Sales: 1
Sales Date: 2003/06/18 Total Sales: 1
Sales Date: 2003/06/24 Total Sales: 1
Sales Date: 2003/07/06 Total Sales: 2
Sales Date: 2003/07/07 Total Sales: 2
Sales Date: 2003/07/11 Total Sales: 1
Sales Date: 2003/07/12 Total Sales: 1
Sales Date: 2003/07/15 Total Sales: 1
Sales Date: 2003/08/12 Total Sales: 1
Sales Date: 2003/08/15 Total Sales: 1
Sales Date: 2003/08/21 Total Sales: 1
Sales Date: 2003/08/24 Total Sales: 1
Sales Date: 2003/08/28 Total Sales: 1
Sales Date: 2003/09/02 Total Sales: 2
Sales Date: 2003/09/07 Total Sales: 1
Sales Date: 2003/09/08 Total Sales: 1
Sales Date: 2003/09/11 Total Sales: 1
Sales Date: 2003/09/12 Total Sales: 1
Sales Date: 2003/09/20 Total Sales: 1
Sales Date: 2003/09/22 Total Sales: 1
Sales Date: 2003/09/23 Total Sales: 1
Sales Date: 2003/09/24 Total Sales: 1
Sales Date: 2003/09/29 Total Sales: 1
Sales Date: 2003/10/02 Total Sales: 2
Sales Date: 2003/10/03 Total Sales: 1
Sales Date: 2003/10/06 Total Sales: 1
Sales Date: 2003/10/10 Total Sales: 1
Sales Date: 2003/10/12 Total Sales: 1
Sales Date: 2003/10/14 Total Sales: 1
Sales Date: 2003/10/27 Total Sales: 1
Sales Date: 2003/10/31 Total Sales: 2
Sales Date: 2003/11/01 Total Sales: 2
Sales Date: 2003/11/04 Total Sales: 1
Sales Date: 2003/11/10 Total Sales: 1
Sales Date: 2003/11/13 Total Sales: 1
Sales Date: 2003/11/15 Total Sales: 1
Sales Date: 2003/11/18 Total Sales: 2
Sales Date: 2003/11/20 Total Sales: 1
Sales Date: 2003/11/25 Total Sales: 2
Sales Date: 2003/12/10 Total Sales: 1
Sales Date: 2003/12/13 Total Sales: 1
Sales Date: 2003/12/18 Total Sales: 1
Sales Date: 2003/12/22 Total Sales: 2
Sales Date: 2003/12/28 Total Sales: 1
Sales Date: 2003/12/31 Total Sales: 1
Sales Date: 2004/01/04 Total Sales: 2
Sales Date: 2004/01/10 Total Sales: 1
Sales Date: 2004/01/15 Total Sales: 1
Sales Date: 2004/01/16 Total Sales: 1
Sales Date: 2004/01/19 Total Sales: 2
Sales Date: 2004/01/27 Total Sales: 1
Sales Date: 2004/01/29 Total Sales: 1
Sales Date: 2004/02/01 Total Sales: 1
Sales Date: 2004/02/06 Total Sales: 1
Sales Date: 2004/02/08 Total Sales: 1
Sales Date: 2004/02/10 Total Sales: 1
Sales Date: 2004/02/13 Total Sales: 1
Sales Date: 2004/02/18 Total Sales: 1
Sales Date: 2004/02/24 Total Sales: 1
Sales Date: 2004/02/25 Total Sales: 1
Sales Date: 2004/03/03 Total Sales: 2
Sales Date: 2004/03/04 Total Sales: 1
Sales Date: 2004/03/08 Total Sales: 1
Sales Date: 2004/03/12 Total Sales: 1
Sales Date: 2004/03/13 Total Sales: 1
Sales Date: 2004/03/14 Total Sales: 1
Sales Date: 2004/03/15 Total Sales: 1
Sales Date: 2004/03/18 Total Sales: 1
Sales Date: 2004/03/23 Total Sales: 1
Sales Date: 2004/03/24 Total Sales: 1
Sales Date: 2004/03/26 Total Sales: 1
Sales Date: 2004/03/27 Total Sales: 1
Sales Date: 2004/04/01 Total Sales: 1
Sales Date: 2004/04/02 Total Sales: 2
Sales Date: 2004/04/06 Total Sales: 2
Sales Date: 2004/04/10 Total Sales: 1
Sales Date: 2004/04/16 Total Sales: 1
Sales Date: 2004/04/19 Total Sales: 1
Sales Date: 2004/04/21 Total Sales: 1
Sales Date: 2004/04/23 Total Sales: 1
Sales Date: 2004/04/27 Total Sales: 1
Sales Date: 2004/05/01 Total Sales: 1
Sales Date: 2004/05/03 Total Sales: 1
Sales Date: 2004/05/05 Total Sales: 1
Sales Date: 2004/05/09 Total Sales: 1
Sales Date: 2004/05/13 Total Sales: 1
Sales Date: 2004/05/17 Total Sales: 2
Sales Date: 2004/05/20 Total Sales: 1
Sales Date: 2004/05/24 Total Sales: 1
Sales Date: 2004/06/01 Total Sales: 1
Sales Date: 2004/06/02 Total Sales: 1
Sales Date: 2004/06/04 Total Sales: 1
Sales Date: 2004/06/05 Total Sales: 2
Sales Date: 2004/06/08 Total Sales: 1
Sales Date: 2004/06/15 Total Sales: 2
Sales Date: 2004/06/19 Total Sales: 2
Sales Date: 2004/06/26 Total Sales: 1
Sales Date: 2004/07/05 Total Sales: 1
Sales Date: 2004/07/08 Total Sales: 1
Sales Date: 2004/07/13 Total Sales: 1
Sales Date: 2004/07/19 Total Sales: 1
Sales Date: 2004/07/23 Total Sales: 1
Sales Date: 2004/07/25 Total Sales: 1
Sales Date: 2004/07/28 Total Sales: 1
Sales Date: 2004/08/02 Total Sales: 2
Sales Date: 2004/08/08 Total Sales: 1
Sales Date: 2004/08/09 Total Sales: 1
Sales Date: 2004/08/10 Total Sales: 2
Sales Date: 2004/08/12 Total Sales: 1
Sales Date: 2004/08/17 Total Sales: 1
Sales Date: 2004/08/20 Total Sales: 1
Sales Date: 2004/08/23 Total Sales: 1
Sales Date: 2004/09/04 Total Sales: 1
Sales Date: 2004/09/14 Total Sales: 1
Sales Date: 2004/09/19 Total Sales: 1
Sales Date: 2004/09/25 Total Sales: 1
Sales Date: 2004/10/02 Total Sales: 1
Sales Date: 2004/10/04 Total Sales: 1
Sales Date: 2004/10/05 Total Sales: 2
Sales Date: 2004/10/07 Total Sales: 1
Sales Date: 2004/10/15 Total Sales: 1
Sales Date: 2004/10/18 Total Sales: 2
Sales Date: 2004/10/20 Total Sales: 2
Sales Date: 2004/10/26 Total Sales: 1
Sales Date: 2004/10/30 Total Sales: 1
Sales Date: 2004/11/05 Total Sales: 1
Sales Date: 2004/11/10 Total Sales: 1
Sales Date: 2004/11/12 Total Sales: 1
Sales Date: 2004/11/15 Total Sales: 1
Sales Date: 2004/11/19 Total Sales: 1
Sales Date: 2004/11/26 Total Sales: 1
Sales Date: 2004/12/01 Total Sales: 1
Sales Date: 2004/12/05 Total Sales: 1
Sales Date: 2004/12/08 Total Sales: 1
Sales Date: 2004/12/11 Total Sales: 1
Sales Date: 2004/12/24 Total Sales: 2
Sales Date: 2004/12/25 Total Sales: 1
Sales Date: 2004/12/29 Total Sales: 1
Sales Date: 2004/12/30 Total Sales: 1
Sales Date: 2005/01/05 Total Sales: 1
Sales Date: 2005/01/06 Total Sales: 1
Sales Date: 2005/01/08 Total Sales: 2
Sales Date: 2005/01/09 Total Sales: 2
Sales Date: 2005/01/10 Total Sales: 1
Sales Date: 2005/01/11 Total Sales: 1
Sales Date: 2005/01/15 Total Sales: 1
Sales Date: 2005/01/18 Total Sales: 1
Sales Date: 2005/01/24 Total Sales: 1
Sales Date: 2005/01/30 Total Sales: 1
Sales Date: 2005/01/31 Total Sales: 1
Sales Date: 2005/02/05 Total Sales: 1
Sales Date: 2005/02/06 Total Sales: 1
Sales Date: 2005/02/07 Total Sales: 1
Sales Date: 2005/02/09 Total Sales: 1
Sales Date: 2005/02/11 Total Sales: 2
Sales Date: 2005/02/14 Total Sales: 1
Sales Date: 2005/02/19 Total Sales: 1
Sales Date: 2005/02/20 Total Sales: 1
Sales Date: 2005/02/22 Total Sales: 1
Sales Date: 2005/02/24 Total Sales: 1
Sales Date: 2005/02/27 Total Sales: 1
Sales Date: 2005/03/03 Total Sales: 2
Sales Date: 2005/03/06 Total Sales: 1
Sales Date: 2005/03/10 Total Sales: 1
Sales Date: 2005/03/16 Total Sales: 1
Sales Date: 2005/03/21 Total Sales: 1
Sales Date: 2005/03/24 Total Sales: 1
Sales Date: 2005/04/03 Total Sales: 1
Sales Date: 2005/04/04 Total Sales: 1
Sales Date: 2005/04/05 Total Sales: 1
Sales Date: 2005/04/10 Total Sales: 1
Sales Date: 2005/04/13 Total Sales: 1
Sales Date: 2005/04/14 Total Sales: 1
Sales Date: 2005/04/21 Total Sales: 1
Sales Date: 2005/04/28 Total Sales: 1
Sales Date: 2005/05/02 Total Sales: 1
Sales Date: 2005/05/03 Total Sales: 1
Sales Date: 2005/05/08 Total Sales: 2
Sales Date: 2005/05/10 Total Sales: 1
Sales Date: 2005/05/13 Total Sales: 1
Sales Date: 2005/05/19 Total Sales: 1
Sales Date: 2005/05/21 Total Sales: 1
Sales Date: 2005/05/24 Total Sales: 1
Sales Date: 2005/05/26 Total Sales: 1
Sales Date: 2005/05/28 Total Sales: 1
Sales Date: 2005/06/04 Total Sales: 2
Sales Date: 2005/06/19 Total Sales: 1
Sales Date: 2005/06/21 Total Sales: 1
Sales Date: 2005/06/22 Total Sales: 1
Sales Date: 2005/06/25 Total Sales: 1
Sales Date: 2005/07/02 Total Sales: 1
Sales Date: 2005/07/05 Total Sales: 1
Sales Date: 2005/07/07 Total Sales: 1
Sales Date: 2005/07/17 Total Sales: 1
Sales Date: 2005/07/24 Total Sales: 1
Sales Date: 2005/07/25 Total Sales: 1
Sales Date: 2005/07/29 Total Sales: 1
Sales Date: 2005/08/10 Total Sales: 2
Sales Date: 2005/08/13 Total Sales: 1
Sales Date: 2005/08/14 Total Sales: 2
Sales Date: 2005/08/16 Total Sales: 1
Sales Date: 2005/08/22 Total Sales: 1
Sales Date: 2005/08/25 Total Sales: 1
Sales Date: 2005/08/28 Total Sales: 1
Sales Date: 2005/09/14 Total Sales: 1
Sales Date: 2005/09/17 Total Sales: 1
Sales Date: 2005/09/18 Total Sales: 1
Sales Date: 2005/09/21 Total Sales: 2
Sales Date: 2005/09/23 Total Sales: 1
Sales Date: 2005/09/25 Total Sales: 1
Sales Date: 2005/09/30 Total Sales: 1
Sales Date: 2005/10/05 Total Sales: 2
Sales Date: 2005/10/08 Total Sales: 1
Sales Date: 2005/10/11 Total Sales: 1
Sales Date: 2005/10/18 Total Sales: 1
Sales Date: 2005/11/01 Total Sales: 2
Sales Date: 2005/11/07 Total Sales: 1
Sales Date: 2005/11/11 Total Sales: 1
Sales Date: 2005/11/19 Total Sales: 1
Sales Date: 2005/11/22 Total Sales: 1
Sales Date: 2005/12/07 Total Sales: 2
Sales Date: 2005/12/11 Total Sales: 1
Sales Date: 2005/12/16 Total Sales: 1
Sales Date: 2005/12/17 Total Sales: 1
Sales Date: 2005/12/19 Total Sales: 1
Sales Date: 2005/12/31 Total Sales: 2
Sales Date: 2006/01/05 Total Sales: 2
Sales Date: 2006/01/08 Total Sales: 1
Sales Date: 2006/01/09 Total Sales: 1
Sales Date: 2006/01/13 Total Sales: 1
Sales Date: 2006/01/19 Total Sales: 1
Sales Date: 2006/01/24 Total Sales: 1
Sales Date: 2006/02/04 Total Sales: 1
Sales Date: 2006/02/08 Total Sales: 2
Sales Date: 2006/02/10 Total Sales: 3
Sales Date: 2006/02/17 Total Sales: 1
Sales Date: 2006/02/18 Total Sales: 1
Sales Date: 2006/03/01 Total Sales: 1
Sales Date: 2006/03/04 Total Sales: 1
Sales Date: 2006/03/05 Total Sales: 1
Sales Date: 2006/03/10 Total Sales: 2
Sales Date: 2006/03/14 Total Sales: 1
Sales Date: 2006/03/17 Total Sales: 1
Sales Date: 2006/03/22 Total Sales: 1
Sales Date: 2006/03/25 Total Sales: 1
Sales Date: 2006/04/01 Total Sales: 2
Sales Date: 2006/04/03 Total Sales: 1
Sales Date: 2006/04/05 Total Sales: 1
Sales Date: 2006/04/11 Total Sales: 1
Sales Date: 2006/04/12 Total Sales: 2
Sales Date: 2006/04/15 Total Sales: 2
Sales Date: 2006/04/16 Total Sales: 1
Sales Date: 2006/04/18 Total Sales: 1
Sales Date: 2006/04/20 Total Sales: 1
Sales Date: 2006/04/25 Total Sales: 1
Sales Date: 2006/04/29 Total Sales: 1
Sales Date: 2006/05/01 Total Sales: 1
Sales Date: 2006/05/02 Total Sales: 1
Sales Date: 2006/05/04 Total Sales: 1
Sales Date: 2006/05/19 Total Sales: 1
Sales Date: 2006/05/21 Total Sales: 1
Sales Date: 2006/05/28 Total Sales: 1
Sales Date: 2006/06/02 Total Sales: 1
Sales Date: 2006/06/03 Total Sales: 1
Sales Date: 2006/06/07 Total Sales: 1
Sales Date: 2006/06/09 Total Sales: 1
Sales Date: 2006/06/16 Total Sales: 1
Sales Date: 2006/06/28 Total Sales: 2
Sales Date: 2006/07/03 Total Sales: 1
Sales Date: 2006/07/07 Total Sales: 1
Sales Date: 2006/07/11 Total Sales: 1
Sales Date: 2006/07/28 Total Sales: 1
Sales Date: 2006/08/01 Total Sales: 1
Sales Date: 2006/08/02 Total Sales: 1
Sales Date: 2006/08/06 Total Sales: 1
Sales Date: 2006/08/11 Total Sales: 1
Sales Date: 2006/08/13 Total Sales: 1
Sales Date: 2006/08/17 Total Sales: 1
Sales Date: 2006/08/22 Total Sales: 2
Sales Date: 2006/08/24 Total Sales: 2
Sales Date: 2006/09/01 Total Sales: 1
Sales Date: 2006/09/16 Total Sales: 1
Sales Date: 2006/09/23 Total Sales: 1
Sales Date: 2006/09/25 Total Sales: 1
Sales Date: 2006/09/28 Total Sales: 2
Sales Date: 2006/09/29 Total Sales: 1
Sales Date: 2006/09/30 Total Sales: 1
Sales Date: 2006/10/03 Total Sales: 1
Sales Date: 2006/10/08 Total Sales: 1
Sales Date: 2006/10/09 Total Sales: 1
Sales Date: 2006/10/14 Total Sales: 1
Sales Date: 2006/10/15 Total Sales: 1
Sales Date: 2006/10/26 Total Sales: 1
Sales Date: 2006/10/31 Total Sales: 1
Sales Date: 2006/11/07 Total Sales: 1
Sales Date: 2006/11/09 Total Sales: 1
Sales Date: 2006/11/13 Total Sales: 1
Sales Date: 2006/11/18 Total Sales: 1
Sales Date: 2006/11/25 Total Sales: 1
Sales Date: 2006/11/27 Total Sales: 1
Sales Date: 2006/11/28 Total Sales: 1
Sales Date: 2006/12/02 Total Sales: 1
Sales Date: 2006/12/03 Total Sales: 1
Sales Date: 2006/12/15 Total Sales: 2
Sales Date: 2006/12/20 Total Sales: 1
