2002/01/29 24:34:39 1234
2002/01/31 05:22:06 810, 02:44:03 1108
2002/02/03 01:30:27 1732
2002/02/07 23:20:22 317
2002/02/11 08:03:25 276
2002/02/17 18:58:04 1513
2002/02/19 00:00:49 352, 11:56:43 747
2002/02/21 17:11:57 1089, 01:01:11 1827
2002/03/01 23:18:18 1917
2002/03/07 05:44:55 940
2002/03/10 12:47:55 268
2002/03/11 14:30:46 1655
2002/03/12 08:54:11 1147, 11:34:00 1986
2002/03/13 02:55:38 966
2002/03/14 19:24:54 1016
2002/03/25 19:59:16 122
2002/03/26 01:44:22 1094
2002/03/30 13:24:25 857
2002/04/04 03:28:02 1202
2002/04/08 16:22:55 1302
2002/04/13 02:46:55 206
2002/04/19 00:24:11 1364
2002/04/25 21:01:25 1824
2002/04/30 09:38:47 386
2002/05/01 15:18:40 1264
2002/05/02 12:60:01 125
2002/05/03 12:22:38 486
2002/05/12 16:37:58 1749
2002/05/13 09:39:05 140, 01:44:03 1155
2002/05/22 09:20:42 1146
2002/05/24 03:12:43 1568
2002/05/25 16:17:08 1438
2002/05/26 15:08:00 1160
2002/05/31 17:19:19 390, 00:18:57 1855
2002/06/03 17:16:46 1837
2002/06/04 08:03:08 1695
2002/06/07 18:02:35 657
2002/06/12 02:02:50 1394
2002/06/14 17:26:32 1193
2002/06/19 00:51:49 495
2002/06/26 21:09:54 115
2002/07/01 09:18:45 689, 10:30:01 1403
2002/07/06 13:52:36 1665
2002/07/07 13:50:15 1990
2002/07/13 17:49:16 303
2002/07/15 10:47:15 13
2002/07/16 15:22:53 522
2002/08/05 08:08:44 1614, 09:29:56 1723
2002/08/06 22:15:12 80
2002/08/10 10:28:11 1898
2002/08/18 00:28:01 1626
2002/08/23 14:13:23 861
2002/08/25 21:31:33 1688
2002/08/27 13:09:07 798
2002/09/04 10:55:00 1648
2002/09/07 15:40:30 37
2002/09/09 11:17:38 723
2002/09/10 11:60:38 1564
2002/09/11 04:13:47 1852
2002/09/12 05:17:27 1795
2002/09/20 21:03:42 814
2002/09/25 06:38:22 1157
2002/09/26 00:18:60 573
2002/09/29 04:43:07 1070
2002/09/30 04:08:03 1416, 11:02:03 1499, 08:11:08 1955
2002/10/08 10:16:33 1945
2002/10/12 20:39:23 1452, 02:07:13 1597
2002/10/13 22:60:14 939, 24:11:36 1498
2002/10/15 13:51:36 1027
2002/10/19 23:14:08 589
2002/10/21 00:20:50 311
2002/10/30 02:59:42 578
2002/11/03 17:42:40 1133
2002/11/04 12:29:32 355, 11:09:58 1216, 06:34:07 1460
2002/11/06 07:10:57 394
2002/11/07 00:20:07 1331
2002/11/08 17:60:46 1817
2002/11/10 04:54:37 616
2002/11/12 15:45:22 1472
2002/11/21 23:17:56 868
2002/11/24 20:00:54 1412
2002/11/26 05:39:38 347
2002/11/27 16:07:56 1912
2002/12/06 11:51:51 258
2002/12/10 14:60:01 316
2002/12/16 11:53:34 1081
2002/12/17 12:56:52 28
2002/12/18 03:12:47 780
2002/12/25 16:16:52 938
2002/12/31 13:02:30 98
2003/01/07 11:08:55 838, 16:31:05 967
2003/01/17 05:26:07 1354
2003/01/30 12:46:43 1719
2003/02/09 12:60:42 1405
2003/02/13 12:25:37 634
2003/02/15 21:56:12 554
2003/02/21 00:31:12 1252
2003/02/24 05:21:06 185
2003/02/27 23:20:59 446
2003/03/04 14:30:47 1379
2003/03/06 22:60:58 36, 04:15:45 713, 07:54:02 1947
2003/03/10 17:08:19 1895
2003/03/25 14:47:10 1850
2003/03/28 13:07:08 79
2003/03/31 12:06:16 153
2003/04/01 04:31:20 1899
2003/04/06 12:01:02 1401
2003/04/08 21:09:37 248, 17:36:02 789
2003/04/09 16:19:08 1656
2003/04/11 07:09:56 1447
2003/04/12 16:33:32 1083
2003/04/16 23:01:47 618
2003/04/25 10:48:40 1503
2003/04/27 17:26:21 607
2003/04/28 20:41:56 1748
2003/05/02 08:05:43 1703
2003/05/08 20:35:34 1848
2003/05/13 17:23:29 1407
2003/05/17 17:41:25 1459
2003/05/19 19:32:29 380
2003/05/20 10:43:25 1054, 01:37:47 1065
2003/05/23 05:40:52 506
2003/06/02 13:36:46 413, 01:41:14 786
2003/06/05 09:45:18 1385
2003/06/08 09:16:38 119
2003/06/12 10:40:17 47
2003/06/23 22:04:15 1919
2003/06/27 02:54:08 1199
2003/06/30 02:18:19 144
2003/07/05 12:26:18 819
2003/07/06 00:22:10 873
2003/07/09 21:13:28 1336, 04:22:04 1943
2003/07/12 01:50:57 767
2003/07/16 17:16:46 710
2003/07/17 08:23:31 1815
2003/07/18 14:33:09 1670
2003/07/19 06:37:30 1637
2003/07/22 14:57:55 533
2003/07/24 05:24:35 477, 09:60:60 1057
2003/08/02 24:18:03 1873
2003/08/03 07:17:01 113
2003/08/07 21:31:12 1910
2003/08/15 13:37:41 1222
2003/08/19 12:52:05 1185
2003/08/25 08:18:07 1251
2003/09/06 19:29:02 1758
2003/09/08 12:37:13 703
2003/09/09 10:38:09 635
2003/09/10 03:05:47 1928
2003/09/12 04:42:15 81, 22:57:25 500, 24:03:00 1450
2003/09/15 23:48:09 1554
2003/09/21 08:54:01 1056
2003/09/30 01:55:47 1776
2003/10/01 21:48:30 727
2003/10/02 16:60:45 1260, 17:59:56 1807
2003/10/05 24:25:59 9, 04:08:50 118
2003/10/14 02:22:35 414
2003/10/17 02:12:54 631
2003/10/26 23:20:16 876
2003/10/27 14:47:13 1451
2003/10/28 05:12:03 694
2003/10/29 01:38:13 1489
2003/11/07 08:29:59 419
2003/11/08 11:25:53 804, 12:38:52 1901
2003/11/09 03:46:24 969
2003/11/13 06:00:45 686, 00:00:02 920
2003/11/20 18:16:21 281
2003/11/21 11:10:26 412
2003/11/27 12:22:54 1657, 02:46:28 1856
2003/12/01 22:35:52 1593
2003/12/04 05:29:12 1842
2003/12/09 22:60:18 955
2003/12/16 13:05:14 1042
2003/12/17 15:51:45 1851
2003/12/18 09:56:36 1929
2003/12/28 17:22:49 336
2003/12/29 01:17:19 1330
2004/01/02 24:04:36 947
2004/01/05 03:21:05 416, 00:57:17 1555
2004/01/08 04:03:33 643, 17:59:33 1299
2004/01/14 18:01:44 692
2004/01/15 22:06:51 496
2004/01/17 08:18:31 435
2004/01/18 15:14:14 514, 22:50:25 1813
2004/01/29 21:46:02 1995
2004/02/08 02:10:57 1757
2004/02/13 16:00:29 25
2004/02/18 07:11:17 757, 01:46:30 998
2004/02/22 15:45:43 1209
2004/02/26 09:42:32 1804
2004/02/28 17:29:38 577
2004/03/03 09:60:44 978
2004/03/04 18:14:28 677
2004/03/05 07:38:58 1268
2004/03/09 23:55:51 1578
2004/03/10 18:00:20 1247
2004/03/14 17:24:01 52
2004/03/20 19:00:55 1978
2004/03/22 18:08:05 852
2004/03/25 13:46:03 288, 10:04:46 1294
2004/03/29 18:26:40 1060
2004/04/01 08:37:21 586
2004/04/07 10:57:19 725
2004/04/12 05:01:53 1342
2004/05/03 02:36:54 434
2004/05/04 06:22:31 1549
2004/05/05 10:09:35 21, 17:19:19 1869
2004/05/11 22:53:23 1876
2004/05/12 01:28:38 779
2004/05/13 23:58:54 1235
2004/05/24 04:46:38 1495
2004/05/27 05:28:07 995, 22:10:05 1164
2004/06/03 01:40:02 1509
2004/06/06 08:00:07 948
2004/06/08 10:18:00 609
2004/06/14 18:02:10 1480
2004/06/18 04:24:41 1833
2004/06/20 19:11:39 455, 12:19:38 1506
2004/06/26 24:25:25 839, 03:26:52 1317
2004/06/30 15:26:21 1134
2004/07/03 07:51:30 1935
2004/07/08 17:18:45 1151
2004/07/09 24:03:41 802
2004/07/19 04:60:12 685
2004/07/21 10:29:23 1295
2004/07/22 16:23:41 448
2004/07/31 08:57:14 83
2004/08/02 13:50:25 1265
2004/08/03 00:44:52 726, 03:50:19 1292
2004/08/13 11:11:26 545
2004/08/16 10:16:16 1357, 22:46:54 1518
2004/08/18 07:41:43 895
2004/08/20 06:31:55 489, 02:55:56 1707
2004/09/02 19:53:01 816
2004/09/05 16:37:32 785
2004/09/09 06:00:48 291
2004/09/11 05:00:60 330
2004/09/12 03:56:58 576
2004/09/13 19:44:42 603
2004/09/17 19:08:46 769
2004/09/19 18:60:14 207, 12:40:42 220, 07:23:47 668
2004/09/30 08:13:02 1105
2004/10/04 14:51:60 987
2004/10/08 21:22:50 1673
2004/10/12 14:34:37 519, 03:22:32 1726
2004/10/19 06:32:32 1629
2004/10/30 02:11:47 612
2004/11/03 10:24:58 1141
2004/11/09 13:02:56 499
2004/11/10 04:30:14 1047
2004/11/12 10:49:27 716
2004/11/14 08:10:53 1035
2004/11/20 11:58:35 172
2004/11/22 10:53:32 1643
2004/12/04 21:26:33 1372
2004/12/05 05:46:37 370, 02:04:01 1254
2004/12/08 16:30:07 1443
2004/12/10 22:24:16 273
2004/12/14 20:37:06 1274
2004/12/16 21:32:19 981
2005/01/07 12:17:54 583
2005/01/09 16:17:37 1200
2005/01/13 12:30:24 928, 01:42:20 1532
2005/01/18 22:58:31 557
2005/01/28 03:33:42 1938
2005/02/01 23:25:36 1712
2005/02/08 20:05:57 1410
2005/02/10 18:48:04 1674
2005/02/13 20:31:33 112
2005/02/14 12:09:06 261, 22:15:42 986
2005/02/15 15:33:07 1233
2005/02/16 19:34:22 38
2005/02/18 03:04:38 15
2005/02/19 07:43:44 1013
2005/02/22 07:01:00 85
2005/02/23 07:07:49 1121
2005/02/25 22:40:23 793
2005/02/26 14:38:40 900
2005/03/02 18:29:35 1491
2005/03/05 19:57:43 1485
2005/03/09 22:39:60 182, 20:42:06 712
2005/03/14 02:54:35 1551
2005/03/16 19:52:37 188
2005/03/18 11:56:04 29
2005/04/01 11:14:39 646
2005/04/06 09:09:23 420
2005/04/09 00:21:30 1034
2005/04/11 04:29:51 887
2005/04/14 11:06:49 1478, 16:53:15 1697
2005/04/18 01:38:54 598
2005/04/21 21:35:01 263, 10:15:25 1159
2005/04/27 18:32:45 1950
2005/05/10 00:20:51 699
2005/05/11 18:46:21 481
2005/05/19 17:39:08 1192
2005/05/20 21:50:15 1092
2005/05/23 23:46:45 1932
2005/05/24 19:47:14 1745
2005/05/30 20:13:49 108
2005/06/04 02:12:37 1868
2005/06/05 17:41:48 1240
2005/06/09 12:14:49 781
2005/06/13 00:41:36 1886
2005/06/17 10:09:59 1191
2005/06/29 22:04:09 760
2005/07/08 18:39:29 340
2005/07/15 14:30:51 231
2005/07/19 21:53:09 1286
2005/07/25 16:44:09 1560
2005/07/28 16:02:30 1486
2005/08/01 10:43:04 1244
2005/08/11 14:47:34 1226
2005/08/16 10:57:35 1533
2005/08/22 16:33:56 669
2005/08/30 02:39:59 632
2005/09/02 22:03:15 1001, 10:15:45 1547, 23:57:50 1860
2005/09/05 09:33:16 675
2005/09/08 09:53:39 543
2005/09/13 17:01:31 1927
2005/09/20 23:10:54 329, 10:32:30 848
2005/09/21 02:58:59 1346
2005/09/25 17:18:07 171, 16:20:57 1075
2005/09/26 00:01:32 1706
2005/09/29 19:01:59 237
2005/10/08 15:41:42 605, 10:02:40 1591
2005/10/12 21:07:12 1500
2005/10/16 17:23:60 215
2005/10/28 05:32:22 230
2005/11/01 01:43:42 1048
2005/11/14 15:02:39 943
2005/11/16 01:01:20 849
2005/11/20 22:11:23 110
2005/11/30 09:56:48 243
2005/12/02 06:13:28 210
2005/12/09 13:38:27 326, 14:53:52 399
2005/12/10 12:53:60 1789
2005/12/12 04:47:58 1973
2005/12/15 03:37:51 1326
2005/12/17 09:51:20 591, 19:10:09 1211
2005/12/21 15:53:21 173
2005/12/30 10:41:32 1086
2006/01/02 15:11:19 424, 19:50:17 1750
2006/01/05 08:14:47 1607
2006/01/10 22:28:20 1645
2006/01/11 02:06:38 292
2006/01/23 15:15:54 676
2006/01/27 13:26:30 186
2006/01/28 21:38:15 1476
2006/01/30 23:21:22 828
2006/01/31 17:28:44 581, 07:58:21 1679
2006/02/02 12:15:13 976
2006/02/11 04:53:47 521
2006/02/16 17:58:24 143, 03:33:41 1046, 15:06:48 1463
2006/02/18 05:15:16 845
2006/02/21 15:07:05 1522
2006/02/23 01:58:39 1574
2006/02/25 21:43:06 1100
2006/03/01 23:00:42 428
2006/03/04 01:31:44 381
2006/03/20 15:32:19 1823
2006/03/26 18:40:14 1161
2006/03/28 10:03:39 1683
2006/03/30 17:10:25 619
2006/04/03 18:50:07 464
2006/04/09 03:15:56 1763
2006/04/11 17:24:16 1445
2006/04/18 07:37:06 33
2006/04/19 10:02:41 1908
2006/04/23 18:42:60 1516
2006/05/05 03:07:28 197
2006/05/13 05:13:34 242
2006/05/20 20:57:23 1608
2006/05/24 21:53:05 1775
2006/05/25 13:39:26 776
2006/05/27 21:18:10 687
2006/05/30 14:01:39 1131
2006/06/02 10:58:29 1572
2006/06/03 14:01:32 1694
2006/06/05 17:30:37 1907
2006/06/06 10:20:20 1168
2006/06/15 20:56:15 663
2006/06/20 15:39:03 841, 11:45:27 1293
2006/06/24 17:24:04 1550
2006/06/29 15:12:12 212
2006/07/01 02:13:58 302
2006/07/02 10:45:17 1327
2006/07/06 11:47:26 456
2006/07/30 00:41:42 1429
2006/08/03 15:08:54 1148
2006/08/04 15:00:17 1126
2006/08/05 20:25:05 1036
2006/08/12 13:13:26 64, 23:07:23 1747
2006/08/28 19:12:26 384
2006/09/13 05:08:53 325
2006/09/16 19:26:28 1198, 18:47:11 1751
2006/09/20 02:26:03 134
2006/09/22 19:32:53 402, 13:04:05 482
2006/09/23 14:21:16 203, 18:35:55 1375
2006/09/29 10:57:36 1119
2006/10/01 00:44:26 765
2006/10/07 13:32:49 916
2006/10/15 03:37:48 1764
2006/10/22 04:24:02 259
2006/10/26 15:55:02 541
2006/10/29 20:59:04 1900
2006/11/01 22:18:08 322, 01:11:40 971
2006/11/06 19:07:50 162
2006/11/10 12:46:41 1924
2006/11/11 13:40:09 1350
2006/11/22 03:24:40 556
2006/11/24 15:53:05 1322
2006/11/27 09:37:03 854
2006/12/12 17:50:31 645
2006/12/20 02:14:60 59, 05:54:40 1376
2006/12/25 01:35:18 741
2006/12/26 02:01:32 729, 06:02:56 1925
2007/01/08 10:46:28 517, 06:09:17 931
2007/01/12 22:43:58 1737
2007/01/14 06:33:17 195
2007/01/18 14:18:57 1968
2007/01/25 04:50:25 1323
2007/01/26 05:34:46 1822
2007/02/02 08:36:10 1841
2007/02/06 10:51:23 1236
2007/02/11 01:58:46 1782
2007/02/12 10:17:55 97, 07:47:42 1454
2007/02/17 15:37:06 1374
2007/02/28 05:01:24 457, 19:08:15 1096
2007/03/03 21:40:48 907
2007/03/04 05:49:32 1577
2007/03/10 05:55:36 254, 07:48:34 983
2007/03/17 01:13:30 389
2007/03/19 19:27:31 1931
2007/03/22 23:32:18 216
2007/04/01 07:33:28 882
2007/04/02 02:55:20 1110
2007/04/13 15:44:44 1857
2007/04/15 13:51:05 1091
2007/04/18 02:23:35 1246
2007/04/19 06:28:45 1479
2007/04/20 10:03:41 1870
2007/04/25 02:56:43 71
2007/05/04 22:53:44 137
2007/05/06 10:15:15 512
2007/05/07 05:34:49 1392
2007/05/11 10:05:46 1215
2007/05/16 10:29:20 571
2007/05/17 08:55:51 166
2007/05/22 15:18:18 1890
2007/05/25 19:20:45 146
2007/05/29 21:49:60 796
2007/06/04 14:33:49 784
2007/06/05 11:24:00 738
2007/06/07 23:27:43 422
2007/06/12 08:55:10 678
2007/06/13 10:40:40 792
2007/06/19 12:41:13 1210
2007/06/22 12:56:30 550
2007/06/23 20:54:03 1204
2007/06/26 18:08:45 1992
2007/06/30 18:52:34 3
2007/07/02 20:49:55 1352
2007/07/03 15:08:13 568
2007/07/09 17:04:48 87
2007/07/14 23:50:37 1623
2007/07/16 08:56:42 1923
2007/07/19 02:20:45 45
2007/07/23 16:41:49 41
2007/07/26 16:11:14 919
2007/07/31 24:54:38 1678
2007/08/23 11:29:39 1107
2007/09/02 17:25:47 1609
2007/09/10 11:51:28 1276
2007/09/11 15:14:45 1951
2007/09/15 21:38:22 1212
2007/09/16 04:39:40 1085, 24:16:14 1687
2007/09/19 07:46:01 630
2007/09/20 20:15:60 432
2007/09/26 24:28:11 441
2007/09/27 21:30:14 530
2007/10/03 10:32:15 1663
2007/10/10 20:14:05 1020
2007/10/11 06:21:12 602
2007/10/27 00:11:44 423
2007/11/01 08:09:13 1314
2007/11/05 00:48:43 884
2007/11/07 13:08:34 75
2007/11/10 16:53:30 813
2007/11/11 05:10:10 1510
2007/11/14 01:20:37 898
2007/11/16 06:36:30 1113
2007/11/17 11:05:43 560
2007/11/23 02:57:56 594
2007/11/24 16:14:21 991, 19:04:43 1362
2007/11/25 22:41:07 1186
2007/11/27 00:00:40 18
2007/11/28 22:31:53 301
2007/12/01 07:51:56 66
2007/12/04 10:06:13 1033
2007/12/06 01:49:22 745
2007/12/08 19:03:43 1752
2007/12/15 19:56:57 1803
2007/12/20 10:07:13 1770
2007/12/21 09:32:35 860
2007/12/23 24:59:08 927
2007/12/24 20:43:04 875
2007/12/26 15:17:17 1584
2007/12/30 02:35:00 1902
2007/12/31 19:31:16 1709
2008/01/02 11:44:52 490, 11:35:29 1307
2008/01/05 01:43:20 520, 06:43:16 1891
2008/01/10 18:21:39 960, 09:39:50 1743
2008/01/12 06:37:19 567
2008/01/19 08:44:60 124
2008/01/21 19:33:39 1125
2008/01/28 14:42:17 617, 21:05:09 1996
2008/01/30 09:46:30 350
2008/01/31 05:32:54 492
2008/02/05 03:09:52 156
2008/02/11 20:05:30 894
2008/02/14 15:02:03 260, 18:45:31 523
2008/02/15 02:31:58 863, 18:55:42 1796
2008/02/18 16:35:18 1144
2008/02/20 09:16:45 1772
2008/02/23 02:17:10 1524
2008/02/24 11:58:21 1746
2008/03/07 15:16:07 536
2008/03/12 19:07:45 1563
2008/03/22 03:53:45 1018
2008/03/24 16:15:47 488
2008/04/02 01:47:18 467
2008/04/10 04:13:07 1136
2008/04/12 15:03:47 510
2008/04/15 02:52:43 348
2008/04/17 13:28:07 1004
2008/04/22 24:07:12 1404
2008/04/23 19:10:24 1062, 09:50:55 1104
2008/04/25 07:57:40 1504
2008/04/26 07:54:08 1691
2008/05/03 10:15:03 376
2008/05/09 10:40:19 1768
2008/05/12 09:36:36 859
2008/05/17 00:29:34 1162
2008/05/18 13:08:18 240
2008/05/20 09:36:43 377
2008/05/29 06:55:05 1255
2008/06/02 21:26:27 1779
2008/06/04 03:36:59 219
2008/06/10 07:37:55 360
2008/06/12 02:06:49 658
2008/06/20 23:49:48 1188, 02:28:16 1616
2008/07/15 24:33:26 1668
2008/07/21 24:60:24 1676
2008/07/23 21:47:00 1358
2008/07/27 00:18:17 1278, 22:14:41 1659
2008/08/04 13:34:49 762
2008/08/17 04:27:43 287, 11:15:17 914
2008/08/19 00:07:39 1180
2008/08/22 20:02:28 597, 01:25:38 1879
2008/08/26 16:18:03 497, 06:19:27 1667
2008/09/05 16:07:43 1539
2008/09/08 19:35:55 648
2008/09/15 03:51:06 1630
2008/10/02 08:39:40 1838
2008/10/04 07:31:28 1874
2008/10/20 03:57:35 1277, 23:45:27 1960
2008/10/28 17:07:43 1351
2008/11/05 15:53:25 70
2008/11/09 08:51:23 1715
2008/11/28 14:39:16 719
2008/12/06 03:17:56 1029
2008/12/09 11:38:29 1184
2008/12/22 20:24:02 620
2009/01/06 08:60:41 1366, 01:32:41 1788
2009/01/11 19:38:04 1393, 00:16:56 1989
2009/01/16 03:14:30 163
2009/01/22 18:41:05 232, 23:07:37 1582
2009/01/25 09:30:12 958
2009/02/03 19:56:13 1636
2009/02/14 14:25:20 908
2009/02/17 09:47:04 705
2009/02/21 17:41:25 840
2009/02/23 13:57:55 1291
2009/02/26 21:57:27 846, 21:29:56 1618
2009/03/04 06:01:42 1693
2009/03/09 08:28:47 1755
2009/03/10 10:46:42 1595
2009/03/14 20:37:17 86
2009/03/16 02:24:54 1528
2009/03/18 03:56:53 1257
2009/03/20 06:26:45 96
2009/03/21 13:56:27 241, 10:13:37 587
2009/03/25 04:54:53 1937
2009/04/02 10:41:08 1361
2009/04/04 16:24:21 1337
2009/04/12 08:13:36 1625
2009/04/19 12:33:02 1664
2009/04/22 10:13:31 1784
2009/04/23 14:03:00 356
2009/04/28 17:14:26 275, 07:57:21 1022
2009/04/30 03:40:55 878
2009/05/02 09:30:26 445
2009/05/04 21:01:09 1397
2009/05/07 10:42:51 77
2009/05/11 21:11:14 1138
2009/05/16 15:18:05 26
2009/05/21 08:08:31 1359
2009/05/23 10:52:33 417
2009/05/26 24:34:49 200, 12:42:43 1205
2009/05/30 17:28:48 1952
2009/05/31 06:34:05 76
2009/06/04 00:17:55 783
2009/06/11 12:57:04 996
2009/06/13 03:09:39 751
2009/06/20 19:11:13 896
2009/06/22 22:17:41 1283
2009/06/26 12:28:29 1511
2009/06/27 19:04:01 1906
2009/07/01 16:09:42 349
2009/07/04 14:39:34 343
2009/07/06 20:32:60 1744
2009/07/13 17:30:60 157, 14:11:23 832
2009/07/15 00:37:17 1335
2009/07/19 10:56:44 1944
2009/07/25 19:10:21 1646
2009/08/11 22:52:44 1546
2009/08/12 22:11:04 132
2009/08/13 21:23:26 1341
2009/08/19 14:18:08 980
2009/08/21 09:31:10 1808
2009/08/23 00:21:59 970
2009/08/26 02:04:19 1654
2009/08/28 10:33:12 1263
2009/09/01 22:27:31 899, 12:12:32 1137
2009/09/16 18:31:51 1866
2009/09/17 18:25:55 1462
2009/09/18 07:38:29 906
2009/09/25 15:54:55 478
2009/10/04 23:57:08 1259, 08:51:03 1583
2009/10/13 05:24:05 1384
2009/10/22 15:42:10 1434
2009/10/27 05:02:42 1063
2009/10/30 14:28:13 294
2009/10/31 03:54:47 1972
2009/11/01 18:13:01 613, 03:20:06 1306
2009/11/21 18:13:08 39
2009/11/23 04:16:06 149, 14:55:22 369
2009/11/26 05:39:53 1580
